,seller_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,buyer_count,num_of_buyer_province,num_of_buyer_city,seller_category,cluster,cluster_name
226,631a509d7255a77e0e6e72dd,2023-09-15,108,1,28711760,28711760.0,215338,0,0.0,1,1,1,Mikro,2,Seasonal Seller
228,631a509d7255a77e0e6e72f9,2023-10-06,87,1,3795000,3795000.0,28462,0,0.0,1,1,1,Menengah,2,Seasonal Seller
232,631a509e7255a77e0e6e7435,2023-10-05,88,9,102483349,11387038.777777778,768620,0,0.0,1,1,1,Mikro,2,Seasonal Seller
234,631a509e7255a77e0e6e7461,2023-09-26,97,1,1998000,1998000.0,14985,0,0.0,1,1,1,Kecil,2,Seasonal Seller
238,631a509f7255a77e0e6e75b5,2023-10-12,81,1,1110000,1110000.0,8325,0,0.0,1,1,1,Kecil,2,Seasonal Seller
242,631a509f7255a77e0e6e75ff,2023-10-19,74,3,24364500,8121500.0,182732,0,0.0,1,1,1,Mikro,2,Seasonal Seller
244,631a509f7255a77e0e6e7617,2023-08-01,153,1,10893547,10893547.0,81701,0,0.0,1,1,1,Menengah,2,Seasonal Seller
271,631a50a07255a77e0e6e7737,2023-08-04,150,2,8928400,4464200.0,66963,0,0.0,1,1,1,Mikro,2,Seasonal Seller
279,631a50a47255a77e0e6e794d,2023-10-04,89,2,86580000,43290000.0,649350,0,0.0,1,1,1,Menengah,2,Seasonal Seller
287,631a50a77255a77e0e6e7d2d,2023-10-11,82,3,236187801,78729267.0,1771408,0,0.0,1,1,1,Menengah,2,Seasonal Seller
292,631a50a87255a77e0e6e7f36,2023-09-08,115,1,106700,106700.0,800,0,0.0,1,1,1,Menengah,2,Seasonal Seller
297,631a50a87255a77e0e6e7ff0,2023-10-24,69,1,46635,46635.0,349,0,0.0,1,1,1,Kecil,2,Seasonal Seller
302,631a50a97255a77e0e6e8076,2023-10-19,74,1,1107250,1107250.0,8304,1,25000.0,1,1,1,Mikro,2,Seasonal Seller
317,631a50ab7255a77e0e6e814c,2023-10-18,75,1,366300000,366300000.0,1831500,0,0.0,1,1,1,Swasta,2,Seasonal Seller
322,631a52787255a77e0e6f0aa3,2023-06-30,185,1,38184000,38184000.0,286380,0,0.0,1,1,1,Mikro,2,Seasonal Seller
324,631a527d7255a77e0e6f0bf7,2023-09-12,111,2,13440990,6720495.0,100807,0,0.0,2,1,1,Kecil,2,Seasonal Seller
334,631a539a5b9755003d25fd66,2023-09-01,122,1,2800000,2800000.0,21000,0,0.0,1,1,1,Kecil,2,Seasonal Seller
338,631a539b5b9755003d25fe8a,2023-10-26,67,1,1101,1101.0,8,0,0.0,1,1,1,Menengah,2,Seasonal Seller
339,631a539b5b9755003d25fed1,2023-10-11,82,4,145212120,36303030.0,1089090,0,0.0,3,2,2,Menengah,2,Seasonal Seller
349,631a539f5b9755003d260457,2023-09-29,94,9,6216455,690717.2222222222,46618,0,0.0,3,1,2,Kecil,2,Seasonal Seller
350,631a539f5b9755003d26048e,2023-07-26,159,1,90000,90000.0,675,0,0.0,1,1,1,Mikro,2,Seasonal Seller
357,631a53a15b9755003d260787,2023-07-15,170,2,4633575,2316787.5,34751,0,0.0,2,1,2,Mikro,2,Seasonal Seller
358,631a53a17255a77e0e6f46c4,2023-09-09,114,2,341525910,170762955.0,1851165,0,0.0,2,2,2,Menengah,2,Seasonal Seller
363,631a53a27255a77e0e6f47b0,2023-10-07,86,5,109192455,21838491.0,818941,0,0.0,1,1,1,Kecil,2,Seasonal Seller
364,631a53a27255a77e0e6f47d0,2023-09-15,108,6,99031263,16505210.5,742733,0,0.0,1,1,1,Menengah,2,Seasonal Seller
365,631a53a35b9755003d2608da,2023-08-01,153,3,21654435,7218145.0,162407,0,0.0,2,2,2,Kecil,2,Seasonal Seller
367,631a53a37255a77e0e6f48bd,2023-10-24,69,8,20570400,2571300.0,154274,0,0.0,3,2,2,Mikro,2,Seasonal Seller
371,631a53a47255a77e0e6f4951,2023-07-19,166,1,53280000,53280000.0,399600,0,0.0,1,1,1,Menengah,2,Seasonal Seller
374,631a53a55b9755003d260bba,2023-09-29,94,5,9150000,1830000.0,68625,0,0.0,1,1,1,Mikro,2,Seasonal Seller
376,631a53a57255a77e0e6f4aa2,2023-09-29,94,7,3799590,542798.5714285715,28495,0,0.0,3,2,3,Mikro,2,Seasonal Seller
380,631a53a75b9755003d260e87,2023-08-05,149,1,264000,264000.0,1980,0,0.0,1,1,1,Mikro,2,Seasonal Seller
382,631a53a87255a77e0e6f4eb6,2023-08-01,153,2,24244000,12122000.0,181830,0,0.0,2,1,1,Menengah,2,Seasonal Seller
386,631a53a97255a77e0e6f5135,2023-09-29,94,1,56610000,56610000.0,424575,0,0.0,1,1,1,Kecil,2,Seasonal Seller
387,631a53aa5b9755003d261195,2023-10-10,83,1,4200000,4200000.0,31500,0,0.0,1,1,1,Mikro,2,Seasonal Seller
392,631a53ab5b9755003d2612a7,2023-10-17,76,6,738260,123043.33333333333,5535,0,0.0,1,1,1,Mikro,2,Seasonal Seller
402,631a53ad7255a77e0e6f54eb,2023-10-12,81,2,499437031,249718515.5,2601247,0,0.0,1,1,1,Kecil,2,Seasonal Seller
411,631a53ae7255a77e0e6f5693,2023-10-06,87,3,271739,90579.66666666667,2036,0,0.0,2,2,2,Menengah,2,Seasonal Seller
414,631a53b05b9755003d261705,2023-07-23,162,1,36016560,36016560.0,270124,0,0.0,1,1,1,Menengah,2,Seasonal Seller
419,631a53b07255a77e0e6f5767,2023-08-12,142,9,887719400,98635488.8888889,5145394,0,0.0,2,1,1,Kecil,2,Seasonal Seller
422,631a53b15b9755003d261831,2023-07-01,184,1,13901751,13901751.0,104263,0,0.0,1,1,1,Menengah,2,Seasonal Seller
426,631a53b15b9755003d26191f,2023-09-26,97,2,15200000,7600000.0,114000,0,0.0,1,1,1,Mikro,2,Seasonal Seller
428,631a53b15b9755003d26196f,2023-10-21,72,1,5670000,5670000.0,42525,0,0.0,1,1,1,Mikro,2,Seasonal Seller
435,631a53b25b9755003d261b01,2023-07-29,156,3,339700,113233.33333333333,2547,0,0.0,3,2,2,Kecil,2,Seasonal Seller
439,631a53b27255a77e0e6f591c,2023-10-19,74,1,72000,72000.0,540,0,0.0,1,1,1,Mikro,2,Seasonal Seller
445,631a53b35b9755003d261bad,2023-07-21,164,1,94500,94500.0,708,0,0.0,1,1,1,Mikro,2,Seasonal Seller
457,631a53b45b9755003d261e09,2023-10-12,81,6,146380140,24396690.0,1097849,0,0.0,1,1,1,Menengah,2,Seasonal Seller
463,631a53b45b9755003d261e93,2023-10-12,81,1,20457300,20457300.0,153429,0,0.0,1,1,1,Kecil,2,Seasonal Seller
476,631a53b55b9755003d26208c,2023-10-19,74,7,45475000,6496428.571428572,341061,0,0.0,2,1,1,Kecil,2,Seasonal Seller
478,631a53b55b9755003d262142,2023-10-08,85,3,10800000,3600000.0,81000,0,0.0,1,1,1,Mikro,2,Seasonal Seller
479,631a53b65b9755003d262168,2023-08-09,145,2,16916400,8458200.0,126872,0,0.0,1,1,1,Kecil,2,Seasonal Seller
483,631a53b65b9755003d2621ce,2023-10-05,88,2,165030800,82515400.0,1237731,0,0.0,1,1,1,Menengah,2,Seasonal Seller
485,631a53b65b9755003d2621fa,2023-08-30,124,2,540000,270000.0,4049,0,0.0,2,2,2,Mikro,2,Seasonal Seller
493,631a53b65b9755003d262366,2023-10-13,80,2,107853851,53926925.5,808903,0,0.0,1,1,1,Menengah,2,Seasonal Seller
498,631a53b75b9755003d2624f8,2023-09-15,108,1,712500,712500.0,5343,0,0.0,1,1,1,Kecil,2,Seasonal Seller
499,631a53b75b9755003d2624fc,2023-09-30,93,3,424512000,141504000.0,3183840,0,0.0,2,1,1,Menengah,2,Seasonal Seller
500,631a53b75b9755003d262504,2023-10-13,80,2,118455000,59227500.0,888412,0,0.0,1,1,1,Mikro,2,Seasonal Seller
508,631a53b85b9755003d2627ae,2023-09-08,115,3,1790749999,596916666.3333334,6597499,0,0.0,1,1,1,Menengah,2,Seasonal Seller
513,631a53b95b9755003d26296e,2023-10-03,90,2,1763690,881845.0,13227,0,0.0,2,2,2,Mikro,2,Seasonal Seller
514,631a53b95b9755003d2629ab,2023-10-18,75,3,350100,116700.0,2625,2,77500.0,2,1,1,Mikro,2,Seasonal Seller
518,631a53b95b9755003d262a93,2023-10-24,69,5,184634684,36926936.8,1384759,0,0.0,1,1,1,Kecil,2,Seasonal Seller
524,631a53ba5b9755003d262c33,2023-09-27,96,1,950600,950600.0,7129,0,0.0,1,1,1,Mikro,2,Seasonal Seller
529,631a53ba5b9755003d262ca3,2023-10-19,74,2,443920424,221960212.0,3329402,0,0.0,1,1,1,Menengah,2,Seasonal Seller
542,631a53ba5b9755003d262d7a,2023-07-27,158,2,158250034,79125017.0,1186875,0,0.0,1,1,1,Mikro,2,Seasonal Seller
564,631a53bb5b9755003d262eb6,2023-07-02,183,1,70000,70000.0,525,0,0.0,1,1,1,Kecil,2,Seasonal Seller
570,631a53bb5b9755003d262f2e,2023-10-27,66,3,100360095,33453365.0,752699,0,0.0,1,1,1,Kecil,2,Seasonal Seller
571,631a53bb5b9755003d262f42,2023-09-30,93,4,5935000,1483750.0,44511,0,0.0,1,1,1,Mikro,2,Seasonal Seller
572,631a53bb5b9755003d262fa8,2023-08-11,143,3,26460000,8820000.0,198450,1,50000.0,2,2,2,Mikro,2,Seasonal Seller
573,631a53bc5b9755003d262fe4,2023-10-06,87,2,41757922,20878961.0,313183,0,0.0,2,1,1,Kecil,2,Seasonal Seller
574,631a53bc5b9755003d262fea,2023-08-19,135,2,17602960,8801480.0,132021,0,0.0,2,2,2,Mikro,2,Seasonal Seller
579,631a53bc5b9755003d26316c,2023-09-01,122,2,107540,53770.0,806,0,0.0,2,2,2,Mikro,2,Seasonal Seller
586,631a53bd5b9755003d2631e0,2023-08-12,142,1,1665000,1665000.0,12487,0,0.0,1,1,1,Kecil,2,Seasonal Seller
587,631a53bd5b9755003d2631f6,2023-09-06,117,2,396000,198000.0,2970,0,0.0,1,1,1,Mikro,2,Seasonal Seller
598,631a53bd5b9755003d263348,2023-10-25,68,6,6856000,1142666.6666666667,51418,0,0.0,6,2,4,Menengah,2,Seasonal Seller
603,631a53bd5b9755003d26337c,2023-10-07,86,1,1837500,1837500.0,13781,0,0.0,1,1,1,Menengah,2,Seasonal Seller
605,631a53be5b9755003d2633ae,2023-08-16,138,1,151300,151300.0,1134,0,0.0,1,1,1,Menengah,2,Seasonal Seller
608,631a53be5b9755003d263454,2023-06-29,186,1,74430,74430.0,558,0,0.0,1,1,1,Kecil,2,Seasonal Seller
617,631a53bf5b9755003d2635b0,2023-07-11,174,3,258684776,86228258.66666667,1940134,0,0.0,1,1,1,Kecil,2,Seasonal Seller
622,631a53bf5b9755003d263852,2023-10-14,79,4,167110500,41777625.0,1253326,0,0.0,1,1,1,Kecil,2,Seasonal Seller
626,631a53c05b9755003d2638f2,2023-06-30,185,1,2330000,2330000.0,17475,0,0.0,1,1,1,Mikro,2,Seasonal Seller
633,631a53c05b9755003d263a60,2023-07-11,174,2,20572000,10286000.0,154290,0,0.0,1,1,1,Menengah,2,Seasonal Seller
635,631a53c15b9755003d263c0c,2023-10-14,79,1,332000,332000.0,2490,0,0.0,1,1,1,Mikro,2,Seasonal Seller
643,631a53c25b9755003d263db2,2023-09-06,117,1,143000,143000.0,1072,0,0.0,1,1,1,Kecil,2,Seasonal Seller
646,631a53c25b9755003d263e02,2023-08-12,142,2,797430,398715.0,5980,0,0.0,2,1,2,Kecil,2,Seasonal Seller
651,631a53c25b9755003d263e5e,2023-10-24,69,1,220000,220000.0,1650,0,0.0,1,1,1,Kecil,2,Seasonal Seller
662,631a53c35b9755003d263f6c,2023-10-07,86,3,3629750,1209916.6666666667,27222,0,0.0,3,1,2,Kecil,2,Seasonal Seller
665,631a53c35b9755003d263f8a,2023-09-27,96,3,291480,97160.0,2185,0,0.0,2,1,1,Kecil,2,Seasonal Seller
668,631a53c35b9755003d263fd2,2023-10-06,87,1,1243299999,1243299999.0,3108249,0,0.0,1,1,1,Menengah,2,Seasonal Seller
672,631a53c35b9755003d263fea,2023-09-08,115,3,119000,39666.666666666664,892,0,0.0,1,1,1,Mikro,2,Seasonal Seller
675,631a53c35b9755003d263ffc,2023-08-25,129,4,23994610,5998652.5,179958,0,0.0,4,2,4,Kecil,2,Seasonal Seller
687,631a53ce5b9755003d2643d5,2023-10-21,72,1,780000,780000.0,5850,0,0.0,1,1,1,Mikro,2,Seasonal Seller
695,631a53d87255a77e0e6f8ac1,2023-08-30,124,1,83038875,83038875.0,622791,0,0.0,1,1,1,Kecil,2,Seasonal Seller
696,631a53d87255a77e0e6f8ad9,2023-09-06,117,1,101796990,101796990.0,763477,0,0.0,1,1,1,Menengah,2,Seasonal Seller
715,631a53df7255a77e0e6f8d7a,2023-10-10,83,4,215057930,53764482.5,1612933,0,0.0,1,1,1,Kecil,2,Seasonal Seller
717,631a53df7255a77e0e6f8dce,2023-10-27,66,2,130351074,65175537.0,977633,0,0.0,1,1,1,Kecil,2,Seasonal Seller
731,631a53e27255a77e0e6f8ffc,2023-10-11,82,4,332999556,83249889.0,2497495,0,0.0,1,1,1,Menengah,2,Seasonal Seller
738,631a53e37255a77e0e6f9100,2023-09-29,94,1,12807120,12807120.0,96053,0,0.0,1,1,1,Swasta,2,Seasonal Seller
748,631a53e47255a77e0e6f9203,2023-10-02,91,2,1901000,950500.0,14257,0,0.0,2,1,2,Kecil,2,Seasonal Seller
759,631a53e47255a77e0e6f9287,2023-10-11,82,2,12281500,6140750.0,92111,0,0.0,2,2,2,Kecil,2,Seasonal Seller
797,631a53e87255a77e0e6f971b,2023-09-15,108,1,55500,55500.0,416,0,0.0,1,1,1,Kecil,2,Seasonal Seller
800,631a53e97255a77e0e6f979b,2023-08-02,152,2,166632000,83316000.0,1249740,0,0.0,2,1,2,Menengah,2,Seasonal Seller
803,631a53e97255a77e0e6f982e,2023-10-04,89,8,16857800,2107225.0,126431,0,0.0,3,1,1,Menengah,2,Seasonal Seller
812,631a53e97255a77e0e6f986c,2023-10-11,82,3,387800501,129266833.66666667,2908502,0,0.0,1,1,1,Menengah,2,Seasonal Seller
820,631a53ea7255a77e0e6f98d1,2023-08-31,123,2,13209000,6604500.0,99067,0,0.0,1,1,1,Kecil,2,Seasonal Seller
824,631a53ea7255a77e0e6f98f3,2023-09-05,118,8,241294000,30161750.0,1809704,0,0.0,3,1,1,Menengah,2,Seasonal Seller
832,631a53ea7255a77e0e6f999d,2023-07-20,165,1,17811000,17811000.0,133582,0,0.0,1,1,1,Mikro,2,Seasonal Seller
833,631a53ea7255a77e0e6f99b1,2023-08-16,138,1,93500000,93500000.0,701250,0,0.0,1,1,1,Mikro,2,Seasonal Seller
841,631a53ea7255a77e0e6f9a35,2023-09-28,95,10,49573330,4957333.0,371796,0,0.0,9,2,4,Mikro,2,Seasonal Seller
852,631a53eb7255a77e0e6f9a81,2023-08-15,139,3,4810000,1603333.3333333333,36075,0,0.0,1,1,1,Kecil,2,Seasonal Seller
867,631a53eb7255a77e0e6f9b7c,2023-07-22,163,1,850000,850000.0,6375,0,0.0,1,1,1,Mikro,2,Seasonal Seller
871,631a53ec7255a77e0e6f9c52,2023-07-21,164,2,232200,116100.0,1741,0,0.0,2,2,2,Mikro,2,Seasonal Seller
889,631a56f45b9755003d2733de,2023-09-30,93,1,6255300000,6255300000.0,15638250,0,0.0,1,0,0,Menengah,2,Seasonal Seller
893,631a56f55b9755003d27352a,2023-07-29,156,1,13523980,13523980.0,101429,0,0.0,1,1,1,Menengah,2,Seasonal Seller
894,631a56f55b9755003d273578,2023-07-29,156,2,97980,48990.0,734,1,17000.0,2,1,1,Kecil,2,Seasonal Seller
908,631a56f95b9755003d273ac3,2023-08-08,146,1,2259000,2259000.0,16942,0,0.0,1,1,1,Menengah,2,Seasonal Seller
915,631a56fa5b9755003d273cdc,2023-10-14,79,1,2298810,2298810.0,17241,0,0.0,1,1,1,Mikro,2,Seasonal Seller
920,631a56fb5b9755003d273e09,2023-09-03,120,1,315700000,315700000.0,1578500,0,0.0,1,1,1,Kecil,2,Seasonal Seller
922,631a56fb5b9755003d273e6a,2023-07-14,171,2,262654766,131327383.0,1969909,0,0.0,1,1,1,Kecil,2,Seasonal Seller
926,631a56fc5b9755003d273f8c,2023-10-25,68,4,157882182,39470545.5,1184115,0,0.0,1,1,1,Menengah,2,Seasonal Seller
936,631a56fc5b9755003d27413f,2023-09-22,101,3,5452835,1817611.6666666667,40895,0,0.0,3,2,2,Menengah,2,Seasonal Seller
943,631a56fd5b9755003d274286,2023-10-13,80,2,46601900,23300950.0,349514,0,0.0,1,1,1,Menengah,2,Seasonal Seller
944,631a56fe5b9755003d2742b5,2023-09-19,104,4,101880206,25470051.5,764099,0,0.0,1,1,1,Mikro,2,Seasonal Seller
947,631a56fe5b9755003d274324,2023-10-12,81,3,30594011,10198003.666666666,229454,0,0.0,1,1,1,Kecil,2,Seasonal Seller
948,631a56fe5b9755003d274393,2023-09-26,97,2,27869880,13934940.0,209023,0,0.0,1,1,1,Kecil,2,Seasonal Seller
961,631a56ff5b9755003d274570,2023-09-15,108,2,795000,397500.0,5962,0,0.0,2,1,1,Kecil,2,Seasonal Seller
963,631a57005b9755003d27462e,2023-08-04,150,1,38850000,38850000.0,291375,0,0.0,1,1,1,Kecil,2,Seasonal Seller
969,631a57005b9755003d2746aa,2023-09-13,110,1,2105233,2105233.0,15789,0,0.0,1,1,1,Mikro,2,Seasonal Seller
970,631a57005b9755003d2746bd,2023-10-12,81,3,59885500,19961833.333333332,449140,0,0.0,2,2,2,Kecil,2,Seasonal Seller
973,631a57015b9755003d27479f,2023-10-04,89,4,640950,160237.5,4805,0,0.0,4,1,2,Menengah,2,Seasonal Seller
976,631a57015b9755003d274825,2023-08-30,124,1,6103500,6103500.0,45776,0,0.0,1,1,1,Kecil,2,Seasonal Seller
977,631a57015b9755003d27491e,2023-10-18,75,2,91020000,45510000.0,682650,0,0.0,1,1,1,Menengah,2,Seasonal Seller
978,631a57015b9755003d274920,2023-08-21,133,1,62437500,62437500.0,468281,0,0.0,1,1,1,Menengah,2,Seasonal Seller
979,631a57025b9755003d274990,2023-08-14,140,3,93066930,31022310.0,698000,0,0.0,2,1,1,Kecil,2,Seasonal Seller
983,631a57025b9755003d2749e6,2023-07-29,156,1,1524000,1524000.0,11430,0,0.0,1,1,1,Mikro,2,Seasonal Seller
986,631a57025b9755003d274a56,2023-08-15,139,2,24131400,12065700.0,180984,0,0.0,2,1,1,Kecil,2,Seasonal Seller
988,631a57025b9755003d274a7a,2023-10-12,81,4,3091774230,772943557.5,8515099,0,0.0,3,2,2,Kecil,2,Seasonal Seller
993,631a57025b9755003d274ba8,2023-08-09,145,1,16527900,16527900.0,123959,0,0.0,1,1,1,Mikro,2,Seasonal Seller
1005,631a57035b9755003d274d18,2023-08-09,145,1,40212915,40212915.0,301596,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1010,631a57035b9755003d274d47,2023-10-24,69,4,119420730,29855182.5,895653,0,0.0,2,1,1,Kecil,2,Seasonal Seller
1013,631a57035b9755003d274d85,2023-08-31,123,4,120827250,30206812.5,906203,0,0.0,2,1,1,Kecil,2,Seasonal Seller
1018,631a57045b9755003d274e11,2023-06-29,186,2,7917000,3958500.0,59377,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1023,631a57045b9755003d274e95,2023-09-25,98,1,7105664,7105664.0,53292,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1032,631a57055b9755003d274fad,2023-08-08,146,1,88797780,88797780.0,665983,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1040,631a57055b9755003d2750c7,2023-10-17,76,13,521609979,40123844.538461536,3912070,0,0.0,3,1,1,Kecil,2,Seasonal Seller
1046,631a57065b9755003d2751aa,2023-08-02,152,1,196839870,196839870.0,1476299,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1052,631a57065b9755003d275210,2023-07-06,179,2,105090804,52545402.0,788180,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1085,631a57085b9755003d2754d8,2023-07-11,174,2,377990,188995.0,2834,0,0.0,1,1,1,Mikro,2,Seasonal Seller
1096,631a57095b9755003d27559e,2023-10-10,83,1,3030300,3030300.0,22727,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1121,631a570a5b9755003d275760,2023-09-15,108,1,3960000,3960000.0,29700,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1124,631a570a5b9755003d27579c,2023-10-11,82,7,473517820,67645402.85714285,3551382,0,0.0,3,2,2,Kecil,2,Seasonal Seller
1125,631a570b5b9755003d2757b1,2023-10-07,86,5,565857531,113171506.2,4243929,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1138,631a570b5b9755003d275831,2023-08-02,152,1,39599250,39599250.0,296994,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1153,631a570b5b9755003d2758c0,2023-10-10,83,2,67237695,33618847.5,504282,0,0.0,2,1,2,Menengah,2,Seasonal Seller
1171,631a570c5b9755003d2759ab,2023-10-12,81,2,2746400000,1373200000.0,6866000,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1177,631a570c5b9755003d275a3a,2023-10-07,86,3,32283876,10761292.0,242127,0,0.0,2,1,2,Kecil,2,Seasonal Seller
1193,631a57105b9755003d275d4f,2023-08-18,136,2,48047100,24023550.0,360353,0,0.0,2,1,2,Menengah,2,Seasonal Seller
1199,631a57125b9755003d275e53,2023-07-11,174,2,7964250,3982125.0,59731,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1206,631a57145b9755003d275f42,2023-09-13,110,3,20645997,6881999.0,154843,0,0.0,2,1,1,Kecil,2,Seasonal Seller
1207,631a57155b9755003d275fdd,2023-09-29,94,6,427265250,71210875.0,3204489,0,0.0,2,1,1,Mikro,2,Seasonal Seller
1213,631a57175b9755003d2760df,2023-10-26,67,7,43952000,6278857.142857143,329637,0,0.0,1,1,1,Mikro,2,Seasonal Seller
1215,631a57175b9755003d276109,2023-10-01,92,3,299266,99755.33333333333,2244,0,0.0,3,2,2,Kecil,2,Seasonal Seller
1216,631a571a5b9755003d2762b1,2023-10-12,81,11,395168794,35924435.81818182,2963763,0,0.0,2,1,1,Menengah,2,Seasonal Seller
1223,631a57827255a77e0e706e41,2023-10-24,69,6,5386630,897771.6666666666,40398,0,0.0,2,1,1,Kecil,2,Seasonal Seller
1224,631a57837255a77e0e706e74,2023-10-12,81,6,734400,122400.0,5506,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1225,631a57837255a77e0e706eb3,2023-10-12,81,2,300450,150225.0,2252,0,0.0,2,2,2,Menengah,2,Seasonal Seller
1233,631a57857255a77e0e7071a7,2023-08-11,143,2,306000,153000.0,2295,0,0.0,2,2,2,Mikro,2,Seasonal Seller
1236,631a57857255a77e0e707208,2023-08-04,150,1,135248617,135248617.0,1014364,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1237,631a57867255a77e0e70724e,2023-10-12,81,3,346701,115567.0,2599,3,116818.0,3,1,1,Menengah,2,Seasonal Seller
1238,631a57867255a77e0e707276,2023-08-16,138,1,8341812,8341812.0,62563,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1239,631a57867255a77e0e7072fa,2023-10-27,66,4,571338,142834.5,4283,0,0.0,3,1,2,Mikro,2,Seasonal Seller
1241,631a57867255a77e0e70733a,2023-08-17,137,2,7680000,3840000.0,57600,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1244,631a57867255a77e0e70737b,2023-09-02,121,2,181000000,90500000.0,1357500,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1248,631a57877255a77e0e707402,2023-10-06,87,1,40095,40095.0,300,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1253,631a57887255a77e0e70758d,2023-07-12,173,1,3274500,3274500.0,24558,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1258,631a57897255a77e0e70765c,2023-09-14,109,2,2200000,1100000.0,16500,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1261,631a57897255a77e0e707783,2023-09-05,118,2,170710650,85355325.0,1280329,0,0.0,2,1,1,Mikro,2,Seasonal Seller
1263,631a57897255a77e0e7077a0,2023-09-12,111,3,53150390,17716796.666666668,398627,0,0.0,3,1,2,Kecil,2,Seasonal Seller
1269,631a578a7255a77e0e7078f9,2023-10-04,89,2,104035974,52017987.0,780269,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1270,631a578b7255a77e0e707911,2023-09-21,102,2,190090089,95045044.5,1425674,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1272,631a578b7255a77e0e70792e,2023-09-30,93,2,12740000,6370000.0,95550,0,0.0,1,1,1,Mikro,2,Seasonal Seller
1273,631a578b7255a77e0e707933,2023-08-19,135,2,127400,63700.0,954,0,0.0,2,1,1,Mikro,2,Seasonal Seller
1275,631a578b7255a77e0e7079c2,2023-06-28,187,2,63375994,31687997.0,475318,0,0.0,2,1,1,Swasta,2,Seasonal Seller
1283,631a578d7255a77e0e707c12,2023-10-19,74,2,63630750,31815375.0,477230,0,0.0,2,1,2,Mikro,2,Seasonal Seller
1295,631a57917255a77e0e708092,2023-09-15,108,1,9173257,9173257.0,68799,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1296,631a57917255a77e0e7080dd,2023-09-14,109,3,8414654,2804884.6666666665,63109,0,0.0,3,1,2,Menengah,2,Seasonal Seller
1299,631a57917255a77e0e70811f,2023-10-03,90,3,5248000,1749333.3333333333,39360,0,0.0,3,1,3,Kecil,2,Seasonal Seller
1303,631a57917255a77e0e7081bc,2023-07-27,158,1,93184500,93184500.0,698883,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1311,631a57947255a77e0e7085ab,2023-10-04,89,3,179416765,59805588.333333336,1345624,0,0.0,2,2,2,Kecil,2,Seasonal Seller
1314,631a57957255a77e0e708671,2023-08-15,139,2,103091700,51545850.0,773187,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1316,631a57957255a77e0e7086cf,2023-09-21,102,3,156000,52000.0,1169,0,0.0,3,1,1,Kecil,2,Seasonal Seller
1318,631a57957255a77e0e70873a,2023-09-08,115,1,7715000,7715000.0,57862,0,0.0,1,1,1,Swasta,2,Seasonal Seller
1319,631a57967255a77e0e7087e7,2023-08-24,130,4,68411600,17102900.0,513087,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1320,631a57967255a77e0e708848,2023-09-12,111,5,2830698,566139.6,21230,0,0.0,3,1,1,Menengah,2,Seasonal Seller
1323,631a57977255a77e0e7088ff,2023-10-10,83,1,2886000,2886000.0,21645,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1324,631a57987255a77e0e7089bd,2023-06-27,188,3,4763500,1587833.3333333333,35725,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1329,631a579a7255a77e0e708bba,2023-10-24,69,2,47729998,23864999.0,357973,0,0.0,1,1,1,Mikro,2,Seasonal Seller
1330,631a579a7255a77e0e708bea,2023-07-06,179,2,15803200,7901600.0,118523,0,0.0,2,1,1,Kecil,2,Seasonal Seller
1340,631a57b37255a77e0e708f44,2023-09-12,111,1,218158290,218158290.0,1636187,0,0.0,1,1,1,Menengah,2,Seasonal Seller
1343,631a57b37255a77e0e708fa8,2023-08-18,136,1,9135300,9135300.0,68514,0,0.0,1,1,1,Kecil,2,Seasonal Seller
1345,631a57b37255a77e0e708ffc,2023-10-11,82,5,47108226,9421645.2,353310,0,0.0,3,2,3,Kecil,2,Seasonal Seller
1347,631a57b37255a77e0e709004,2023-09-05,118,2,298940,149470.0,2241,0,0.0,2,1,2,Menengah,2,Seasonal Seller
