,seller_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,buyer_count,num_of_buyer_province,num_of_buyer_city,seller_category,cluster,cluster_name
177,631a50905b9755003d25040b,2023-09-26,97,3,224122799,74707599.66666667,1680920,0,0.0,3,2,2,Kecil,2,Seasonal Seller
180,631a50925b9755003d250439,2023-09-06,117,2,171390988,85695494.0,1285432,0,0.0,1,1,1,Kecil,2,Seasonal Seller
182,631a50957255a77e0e6e6326,2023-09-28,95,3,172198,57399.333333333336,1289,1,25000.0,3,2,2,Menengah,2,Seasonal Seller
184,631a50967255a77e0e6e6977,2023-10-17,76,11,535828614,48711692.18181818,4018709,0,0.0,1,1,1,Menengah,2,Seasonal Seller
188,631a50997255a77e0e6e6ef3,2023-07-05,180,2,193140000,96570000.0,1448550,0,0.0,1,1,1,Kecil,2,Seasonal Seller
198,631a509a7255a77e0e6e7059,2023-08-06,148,2,40204200,20102100.0,301531,0,0.0,1,1,1,Mikro,2,Seasonal Seller
199,631a509a7255a77e0e6e7071,2023-10-24,69,10,542727300,54272730.0,4070449,0,0.0,1,1,1,Mikro,2,Seasonal Seller
201,631a509a7255a77e0e6e70ab,2023-10-10,83,2,32107500,16053750.0,240806,0,0.0,2,1,1,Kecil,2,Seasonal Seller
202,631a509a7255a77e0e6e70b1,2023-06-29,186,1,50050132,50050132.0,375375,0,0.0,1,1,1,Mikro,2,Seasonal Seller
204,631a509a7255a77e0e6e70f5,2023-10-10,83,3,58330500,19443500.0,437477,0,0.0,2,1,1,Menengah,2,Seasonal Seller
210,631a509b7255a77e0e6e7187,2023-10-12,81,4,263192100,65798025.0,1973940,0,0.0,1,1,1,Mikro,2,Seasonal Seller
213,631a509c7255a77e0e6e71b1,2023-06-29,186,2,13114000,6557000.0,98354,0,0.0,1,1,1,Mikro,2,Seasonal Seller
217,631a509c7255a77e0e6e71c3,2023-09-22,101,4,132754900,33188725.0,995661,0,0.0,2,1,1,Mikro,2,Seasonal Seller
222,631a509c7255a77e0e6e7219,2023-09-15,108,3,316966000,105655333.33333333,2377245,0,0.0,1,1,1,Kecil,2,Seasonal Seller
223,631a509d7255a77e0e6e7249,2023-07-21,164,1,74625000,74625000.0,559687,0,0.0,1,1,1,Mikro,2,Seasonal Seller
