,seller_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,buyer_count,num_of_buyer_province,num_of_buyer_city,seller_category,cluster,cluster_name
1212,631a57165b9755003d2760b4,2023-06-17,198,1,43723469,43723469.0,327926,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1218,631a57817255a77e0e706d28,2023-01-20,346,1,160840,160840.0,1206,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1249,631a57877255a77e0e707404,2023-04-08,268,1,51400,51400.0,385,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1252,631a57887255a77e0e7074cd,2023-05-11,235,1,316500,316500.0,2373,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1260,631a57897255a77e0e70771c,2023-01-11,355,1,283000,283000.0,2122,1,67250.0,1,1,1,Kecil,1,Big Order Occasional Seller
1287,631a578e7255a77e0e707ce0,2023-04-27,249,1,2297700,2297700.0,17232,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1292,631a57907255a77e0e707f9b,2023-03-02,305,1,230000,230000.0,1725,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1305,631a57927255a77e0e708321,2023-05-31,215,1,199800,199800.0,1498,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1307,631a57937255a77e0e708446,2023-05-23,223,1,541000,541000.0,4057,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1332,631a57b17255a77e0e708e22,2023-02-08,327,1,3281700,3281700.0,24612,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1335,631a57b27255a77e0e708e81,2023-04-20,256,2,545000,272500.0,4087,0,0.0,2,1,2,Mikro,1,Big Order Occasional Seller
1338,631a57b27255a77e0e708ee9,2023-03-07,300,1,619000,619000.0,4642,0,0.0,1,0,0,Kecil,1,Big Order Occasional Seller
1383,631a57b77255a77e0e70937b,2023-01-03,363,1,60000,60000.0,450,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1398,631a57b87255a77e0e709513,2023-02-21,314,1,160000,160000.0,1200,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1419,631a57bd7255a77e0e709936,2023-03-16,291,1,29970000,29970000.0,224775,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1442,631a57bf7255a77e0e709b95,2023-03-10,297,1,49920000,49920000.0,374400,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1453,631a57c07255a77e0e709d03,2023-03-08,299,1,145000,145000.0,1087,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1460,631a57c27255a77e0e709edc,2023-06-06,209,1,2275000,2275000.0,17062,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1461,631a57c27255a77e0e709f14,2023-06-09,206,1,25308000,25308000.0,189810,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1476,631a57c47255a77e0e70a1bf,2023-04-22,254,1,72150000,72150000.0,541125,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1495,631a57c67255a77e0e70a566,2023-05-09,237,1,127199340,127199340.0,953995,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1512,631a57fc7255a77e0e70ba6c,2023-06-06,209,1,325000,325000.0,2437,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1519,631a581a8755a8a9895ef81d,2023-03-25,282,1,16698650,16698650.0,125239,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1520,631a581b8755a8a9895ef826,2023-03-02,305,1,10470075,10470075.0,78525,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1541,631a58718755a8a9895efce3,2023-06-21,194,1,280300,280300.0,2102,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1548,631a587e8755a8a9895efe75,2023-06-01,214,1,233100,233100.0,1748,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1575,631a58c38755a8a9895f053b,2023-03-29,278,1,1810600000,1810600000.0,4526500,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1614,631a590d8755a8a9895f0b12,2023-06-22,193,2,94350000,47175000.0,707625,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1627,631a59148755a8a9895f0c64,2023-04-07,269,1,74999925,74999925.0,562499,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1645,631a59278755a8a9895f0f76,2023-02-07,328,1,43202,43202.0,324,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1658,631a592f8755a8a9895f1206,2023-04-27,249,1,35400000,35400000.0,265500,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1661,631a592f8755a8a9895f123e,2023-05-25,221,1,64000,64000.0,480,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1688,631a59328755a8a9895f15e6,2023-04-26,250,2,86650,43325.0,649,0,0.0,2,2,2,Menengah,1,Big Order Occasional Seller
1709,631a59338755a8a9895f17fa,2023-04-18,258,1,77478000,77478000.0,581085,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1724,631a59348755a8a9895f1951,2023-04-26,250,1,319000,319000.0,2392,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1728,631a59348755a8a9895f19cc,2023-03-15,292,1,364000,364000.0,2730,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1739,631a59358755a8a9895f1ad4,2023-03-14,293,1,229250,229250.0,1719,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1743,631a59358755a8a9895f1b06,2023-05-17,229,1,143000,143000.0,1072,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1755,631a59368755a8a9895f1bd8,2023-03-16,291,1,111100,111100.0,833,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1763,631a59368755a8a9895f1c61,2023-03-22,285,2,506000,253000.0,3794,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1775,631a59368755a8a9895f1d5c,2023-02-26,309,1,4920000,4920000.0,36900,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1809,631a59388755a8a9895f1f72,2023-05-09,237,2,665000,332500.0,4987,0,0.0,2,2,2,Menengah,1,Big Order Occasional Seller
1841,631a59398755a8a9895f22e8,2023-06-13,202,1,464600,464600.0,3484,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1844,631a593a8755a8a9895f2302,2023-05-19,227,1,22200000,22200000.0,166500,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1848,631a593a8755a8a9895f2330,2023-04-13,263,1,26999999,26999999.0,202499,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1850,631a593a8755a8a9895f234a,2023-03-28,279,1,928560,928560.0,6964,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1854,631a593a8755a8a9895f2379,2023-01-12,354,1,336000,336000.0,2520,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1861,631a593a8755a8a9895f23d0,2023-05-10,236,2,2763900,1381950.0,20728,0,0.0,2,2,2,Kecil,1,Big Order Occasional Seller
1866,631a593b8755a8a9895f24a4,2023-01-26,340,1,124000,124000.0,930,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
1869,631a593b8755a8a9895f253e,2023-04-06,270,2,337300,168650.0,2529,0,0.0,2,1,1,Mikro,1,Big Order Occasional Seller
1904,631a593d8755a8a9895f2782,2023-02-18,317,1,100899000,100899000.0,756742,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
1938,631a59925b9755003d286f8f,2023-04-07,269,1,45100000,45100000.0,338250,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
1952,631a59945b9755003d28732d,2023-05-25,221,3,360090,120030.0,2700,1,43750.0,3,2,2,Menengah,1,Big Order Occasional Seller
1981,631a59965b9755003d28772f,2023-05-12,234,1,300000,300000.0,2250,1,50000.0,1,1,1,Kecil,1,Big Order Occasional Seller
2008,631a59985b9755003d287ab7,2023-04-22,254,1,22200000,22200000.0,166500,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2012,631a59985b9755003d287b25,2023-04-20,256,2,21090000,10545000.0,158174,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2042,631a59995b9755003d287e9f,2023-03-18,289,1,3441000,3441000.0,25807,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2125,631a599d5b9755003d2887c4,2023-03-04,303,1,4771050,4771050.0,35782,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2133,631a599d5b9755003d28882e,2023-06-01,214,1,7631250,7631250.0,57234,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2150,631a599d5b9755003d288970,2023-02-14,321,1,112714664,112714664.0,845359,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2157,631a599e5b9755003d288a61,2023-06-21,194,1,69000,69000.0,517,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2163,631a599e5b9755003d288ae4,2023-04-26,250,1,175000,175000.0,1312,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2173,631a599f5b9755003d288ba4,2023-03-25,282,1,33688500,33688500.0,252663,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2191,631a599f5b9755003d288d01,2023-04-18,258,1,7250000,7250000.0,54375,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2196,631a599f5b9755003d288d6e,2023-04-11,265,1,66295240,66295240.0,497214,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2208,631a599f5b9755003d288ddf,2023-03-04,303,1,108000,108000.0,810,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2241,631a59a15b9755003d28912c,2023-03-02,305,1,270200,270200.0,2026,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2253,631a59a15b9755003d289267,2023-06-10,205,3,17546835,5848945.0,131600,0,0.0,3,2,3,Kecil,1,Big Order Occasional Seller
2258,631a59a25b9755003d289302,2023-04-05,271,1,52175550,52175550.0,391316,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2261,631a59a25b9755003d289356,2023-03-04,303,1,88800000,88800000.0,666000,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2268,631a59a25b9755003d2893e8,2023-03-11,296,1,119999999,119999999.0,899999,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2272,631a59a25b9755003d289458,2023-03-14,293,1,63000,63000.0,472,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2283,631a59a25b9755003d289579,2023-06-13,202,1,8883321,8883321.0,66624,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2331,631a59a55b9755003d289a25,2023-02-23,312,1,114885000,114885000.0,861637,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2352,631a59a65b9755003d289b90,2023-01-10,356,1,2487540,2487540.0,18656,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2363,631a59a65b9755003d289c51,2023-03-10,297,2,106000,53000.0,795,1,25000.0,2,1,1,Mikro,1,Big Order Occasional Seller
2366,631a59a65b9755003d289c6d,2023-06-10,205,1,19980000,19980000.0,149850,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2380,631a59a85b9755003d289ed3,2023-06-21,194,1,97244400,97244400.0,729333,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2397,631a59af5b9755003d28a9d5,2023-03-16,291,1,57278545,57278545.0,429589,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2404,631a5d0faa3096cbda25eb44,2023-02-10,325,2,50196860,25098430.0,376476,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2417,631a5d13aa3096cbda25ec49,2023-06-23,192,1,61500010,61500010.0,461250,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2431,631a5d1aaa3096cbda25ef2b,2023-03-07,300,1,3790499963,3790499963.0,9476249,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2447,631a5d25aa3096cbda25f169,2023-06-14,201,1,423891600,423891600.0,2119458,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2458,631a5d28aa3096cbda25f27d,2023-06-07,208,1,83250,83250.0,624,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2500,631a5d38aa3096cbda25f8e9,2023-02-06,329,1,66193340,66193340.0,496450,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2506,631a5d39aa3096cbda25f9c9,2023-04-25,251,1,21779090,21779090.0,163343,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2511,631a5d3aaa3096cbda25fa1b,2023-06-10,205,1,109890000,109890000.0,824175,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2519,631a5d3faa3096cbda25fb89,2023-03-28,279,1,6182700,6182700.0,46370,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2522,631a5d43aa3096cbda25fd02,2023-06-23,192,2,343106400,171553200.0,1751898,0,0.0,2,2,2,Kecil,1,Big Order Occasional Seller
2535,631a5d49aa3096cbda25fec2,2023-04-21,255,3,630629914,210209971.33333334,4729723,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2540,631a5d4daa3096cbda25fff4,2023-02-24,311,1,1500000,1500000.0,11250,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2557,631a5d54aa3096cbda2602c8,2023-05-20,226,1,345000,345000.0,2587,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2571,631a5d55aa3096cbda260419,2023-05-03,243,1,66500,66500.0,498,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2589,631a5d57aa3096cbda2606a8,2023-05-20,226,1,17760000,17760000.0,133200,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2595,631a5d57aa3096cbda26070c,2023-05-11,235,2,16505700,8252850.0,123792,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2598,631a5d58aa3096cbda260788,2023-03-08,299,1,47000,47000.0,352,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2601,631a5d58aa3096cbda2607d2,2023-04-05,271,1,213225000,213225000.0,1599187,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2625,631a5d5aaa3096cbda260ae7,2023-06-23,192,1,8802300,8802300.0,66017,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2630,631a5d5aaa3096cbda260b2e,2023-05-31,215,1,740458,740458.0,5553,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2634,631a5d5aaa3096cbda260b54,2023-04-05,271,1,57960,57960.0,434,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2645,631a5d5baa3096cbda260c7a,2023-03-08,299,1,20535000,20535000.0,154012,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2671,631a5d5daa3096cbda260eeb,2023-05-22,224,1,126383490,126383490.0,947876,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2690,631a5d5eaa3096cbda26109d,2023-04-13,263,2,287000,143500.0,2152,1,30000.0,2,1,1,Mikro,1,Big Order Occasional Seller
2693,631a5d5eaa3096cbda26110b,2023-02-23,312,1,191808000,191808000.0,1438560,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2707,631a5d65aa3096cbda261762,2023-05-20,226,1,98670000,98670000.0,740025,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2716,631a5d7d8755a8a989608430,2023-06-21,194,1,98790,98790.0,740,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2722,631a5d7f8755a8a9896085e1,2023-01-18,348,1,9607050,9607050.0,72052,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2739,631a5d868755a8a9896089ff,2023-03-07,300,1,80000,80000.0,600,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2743,631a5d868755a8a989608a56,2023-01-30,336,1,387136,387136.0,2903,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2751,631a5d888755a8a989608b78,2023-06-14,201,1,1250585197,1250585197.0,3126462,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2776,631a5d908755a8a9896090bf,2023-06-08,207,1,140484375,140484375.0,1053632,0,0.0,1,1,1,Swasta,1,Big Order Occasional Seller
2787,631a5d938755a8a98960921e,2023-06-01,214,1,40590000,40590000.0,304425,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2805,631a5d958755a8a989609348,2023-06-21,194,4,1151070000,287767500.0,4545450,0,0.0,2,1,1,Mikro,1,Big Order Occasional Seller
2807,631a5d958755a8a989609360,2023-04-14,262,1,18425000,18425000.0,138187,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2860,631a5da28755a8a989609b40,2023-04-11,265,1,263070,263070.0,1973,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2862,631a5da38755a8a989609b9f,2023-01-13,353,1,256300,256300.0,1922,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2865,631a5da38755a8a989609bce,2023-02-21,314,1,59809131,59809131.0,448568,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2867,631a5da58755a8a989609df7,2023-06-07,208,1,51600,51600.0,387,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2881,631a5dab8755a8a98960a0df,2023-05-11,235,1,68000,68000.0,510,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2884,631a5dab8755a8a98960a1bd,2023-05-09,237,1,73225000,73225000.0,549187,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2901,631a5dae8755a8a98960a455,2023-02-22,313,1,70000,70000.0,525,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2903,631a5dae8755a8a98960a4ac,2023-03-22,285,1,60000,60000.0,450,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
2904,631a5dae8755a8a98960a4c6,2023-03-08,299,1,42210,42210.0,316,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2907,631a5daf8755a8a98960a5c4,2023-06-23,192,1,118800,118800.0,891,0,0.0,1,1,1,Kecil,1,Big Order Occasional Seller
2918,631a5db08755a8a98960a6e4,2023-04-18,258,1,21725000,21725000.0,162937,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2922,631a5db08755a8a98960a75e,2023-02-22,313,1,46269712,46269712.0,347022,0,0.0,1,1,1,Menengah,1,Big Order Occasional Seller
2924,631a5db08755a8a98960a776,2023-05-30,216,2,10000000,5000000.0,75000,0,0.0,1,1,1,Mikro,1,Big Order Occasional Seller
