,buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
8094,631a6b107476cace453b68fd,2023-08-02,152,4,398500,99625.0,2988,0,0.0,1,1,1,0,Seasonal Buyer
8099,631a6b117476cace453b6953,2023-07-22,163,3,150570,50190.0,1128,0,0.0,3,2,3,0,Seasonal Buyer
8101,631a6b117476cace453b699f,2023-10-06,87,2,179000,89500.0,1342,0,0.0,1,1,1,0,Seasonal Buyer
8103,631a6b127476cace453b69d9,2023-08-12,142,1,76000,76000.0,570,0,0.0,1,1,1,0,Seasonal Buyer
8106,631a6b147476cace453b6a87,2023-08-22,132,4,193500,48375.0,1450,0,0.0,2,1,1,0,Seasonal Buyer
8107,631a6b147476cace453b6a8f,2023-07-21,164,1,94500,94500.0,708,0,0.0,1,1,1,0,Seasonal Buyer
8111,631a6b157476cace453b6afe,2023-10-11,82,6,541000,90166.66666666667,4056,0,0.0,2,1,2,0,Seasonal Buyer
8115,631a6b157476cace453b6b40,2023-07-19,166,1,8000,8000.0,60,0,0.0,1,1,1,0,Seasonal Buyer
8119,631a6b177476cace453b6c19,2023-10-18,75,2,170356,85178.0,1277,0,0.0,1,1,1,0,Seasonal Buyer
8120,631a6b187476cace453b6c2d,2023-10-20,73,5,300840,60168.0,2255,0,0.0,3,1,3,0,Seasonal Buyer
8123,631a6b187476cace453b6c89,2023-09-21,102,6,378000,63000.0,2833,0,0.0,1,1,1,0,Seasonal Buyer
8124,631a6b197476cace453b6c9a,2023-06-25,190,1,52000,52000.0,390,0,0.0,1,1,1,0,Seasonal Buyer
8128,631a6b197476cace453b6cd3,2023-10-13,80,6,237583,39597.166666666664,1779,0,0.0,2,2,2,0,Seasonal Buyer
8134,631a6b1a7476cace453b6d4b,2023-09-27,96,1,63800,63800.0,478,0,0.0,1,1,1,0,Seasonal Buyer
8137,631a6b1c7476cace453b6dd6,2023-10-02,91,2,154000,77000.0,1154,0,0.0,1,1,1,0,Seasonal Buyer
8144,631a6b1d7476cace453b6e38,2023-10-11,82,2,111000,55500.0,832,0,0.0,1,1,1,0,Seasonal Buyer
8151,631a6b1e7476cace453b6ed1,2023-10-01,92,4,359400,89850.0,2693,0,0.0,2,1,1,0,Seasonal Buyer
8158,631a6b1f7476cace453b6f5d,2023-09-04,119,6,386519,64419.833333333336,2896,0,0.0,4,2,2,0,Seasonal Buyer
8163,631a6b207476cace453b6fad,2023-10-24,69,2,136292,68146.0,1021,0,0.0,1,1,1,0,Seasonal Buyer
8164,631a6b207476cace453b6fb3,2023-10-07,86,3,262700,87566.66666666667,1969,0,0.0,2,1,1,0,Seasonal Buyer
8165,631a6b207476cace453b6fc9,2023-10-11,82,5,343748,68749.6,2576,0,0.0,2,1,1,0,Seasonal Buyer
8170,631a6b217476cace453b7029,2023-08-18,136,5,766000,153200.0,5744,0,0.0,2,1,1,0,Seasonal Buyer
8180,631a6b237476cace453b70c7,2023-09-13,110,4,326872,81718.0,2449,0,0.0,2,2,2,0,Seasonal Buyer
8182,631a6b237476cace453b70d6,2023-10-06,87,6,328050,54675.0,2458,0,0.0,2,1,2,0,Seasonal Buyer
8187,631a6b247476cace453b7151,2023-08-18,136,3,245572,81857.33333333333,1841,1,50000.0,3,1,1,0,Seasonal Buyer
8192,631a6b257476cace453b71cd,2023-09-07,116,3,340840,113613.33333333333,2555,0,0.0,3,1,1,0,Seasonal Buyer
8197,631a6b267476cace453b7214,2023-09-27,96,7,267133,38161.857142857145,2001,0,0.0,3,2,2,0,Seasonal Buyer
8204,631a6b287476cace453b72cd,2023-10-12,81,6,707650,117941.66666666667,5304,0,0.0,5,1,3,0,Seasonal Buyer
8205,631a6b287476cace453b72e3,2023-10-05,88,5,325560,65112.0,2439,0,0.0,2,1,2,0,Seasonal Buyer
8210,631a6b2a7476cace453b7396,2023-09-01,122,6,402005,67000.83333333333,3014,0,0.0,4,1,1,0,Seasonal Buyer
8211,631a6b2a7476cace453b739f,2023-07-05,180,4,268439,67109.75,2011,0,0.0,4,2,3,0,Seasonal Buyer
8216,631a6b2b7476cace453b73db,2023-10-12,81,5,548200,109640.0,4111,0,0.0,1,1,1,0,Seasonal Buyer
8217,631a6b2b7476cace453b73ef,2023-09-01,122,8,611916,76489.5,4585,0,0.0,5,2,4,0,Seasonal Buyer
8230,631a6b2d7476cace453b74b7,2023-09-12,111,5,529194,105838.8,3967,0,0.0,2,1,2,0,Seasonal Buyer
8232,631a6b2d7476cace453b74d6,2023-10-06,87,2,113719,56859.5,852,0,0.0,1,1,1,0,Seasonal Buyer
8236,631a6b2e7476cace453b751d,2023-10-07,86,6,415630,69271.66666666667,3114,0,0.0,1,1,1,0,Seasonal Buyer
8250,631a6b327476cace453b76c1,2023-07-18,167,1,89000,89000.0,667,0,0.0,1,1,1,0,Seasonal Buyer
8251,631a6b327476cace453b76cf,2023-10-17,76,3,270900,90300.0,2031,0,0.0,3,1,1,0,Seasonal Buyer
8255,631a6b337476cace453b76f9,2023-10-01,92,3,170380,56793.333333333336,1276,0,0.0,3,2,3,0,Seasonal Buyer
8257,631a6b347476cace453b7752,2023-07-21,164,1,118000,118000.0,885,0,0.0,1,1,1,0,Seasonal Buyer
8259,631a6b347476cace453b77a8,2023-08-30,124,3,320870,106956.66666666667,2406,0,0.0,2,1,1,0,Seasonal Buyer
8262,631a6b357476cace453b77d8,2023-10-19,74,5,345800,69160.0,2592,0,0.0,1,1,1,0,Seasonal Buyer
8267,631a6b377476cace453b788e,2023-08-15,139,2,112000,56000.0,840,0,0.0,2,1,2,0,Seasonal Buyer
8270,631a6b387476cace453b790d,2023-06-28,187,1,114000,114000.0,855,1,75000.0,1,1,1,0,Seasonal Buyer
8272,631a6b387476cace453b7926,2023-10-20,73,5,830560,166112.0,6228,0,0.0,4,2,4,0,Seasonal Buyer
8273,631a6b387476cace453b7933,2023-10-11,82,5,596500,119300.0,4473,0,0.0,4,1,4,0,Seasonal Buyer
8274,631a6b387476cace453b7935,2023-10-10,83,6,783000,130500.0,5871,0,0.0,3,1,2,0,Seasonal Buyer
8280,631a6b3a7476cace453b79c1,2023-08-23,131,1,57000,57000.0,427,0,0.0,1,1,1,0,Seasonal Buyer
8285,631a6b3b7476cace453b7a58,2023-10-11,82,1,149700,149700.0,1122,0,0.0,1,1,1,0,Seasonal Buyer
8287,631a6b3c7476cace453b7aad,2023-10-24,69,7,36718800,5245542.857142857,275387,0,0.0,2,1,2,0,Seasonal Buyer
8292,631a6b3d7476cace453b7ae6,2023-10-21,72,3,242596,80865.33333333333,1818,0,0.0,2,1,1,0,Seasonal Buyer
8294,631a6b3d7476cace453b7b45,2023-10-07,86,5,252000,50400.0,1890,0,0.0,1,1,1,0,Seasonal Buyer
8295,631a6b3e7476cace453b7b60,2023-08-12,142,1,93795,93795.0,703,0,0.0,1,1,1,0,Seasonal Buyer
8297,631a6b3e7476cace453b7b7b,2023-08-19,135,1,90000,90000.0,675,0,0.0,1,1,1,0,Seasonal Buyer
8299,631a6b3e7476cace453b7b94,2023-09-27,96,7,612845,87549.28571428571,4593,0,0.0,2,2,2,0,Seasonal Buyer
8301,631a6b3f7476cace453b7bc6,2023-10-24,69,1,44400,44400.0,333,0,0.0,1,1,1,0,Seasonal Buyer
8303,631a6b3f7476cace453b7c09,2023-10-12,81,8,496086,62010.75,3716,0,0.0,2,2,2,0,Seasonal Buyer
8304,631a6b3f7476cace453b7c0f,2023-10-12,81,6,492840,82140.0,3694,0,0.0,1,1,1,0,Seasonal Buyer
8307,631a6b407476cace453b7c4a,2023-07-13,172,3,165500,55166.666666666664,1241,0,0.0,3,2,3,0,Seasonal Buyer
8308,631a6b417476cace453b7c95,2023-10-11,82,6,479120,79853.33333333333,3591,0,0.0,6,1,2,0,Seasonal Buyer
8315,631a6b447476cace453b7d3b,2023-10-10,83,7,482435,68919.28571428571,3616,0,0.0,3,2,3,0,Seasonal Buyer
8318,631a6b467476cace453b7df3,2023-09-15,108,6,948385,158064.16666666666,7110,0,0.0,1,1,1,0,Seasonal Buyer
8330,631a6b497476cace453b7ef0,2023-08-11,143,2,160360,80180.0,1202,0,0.0,1,1,1,0,Seasonal Buyer
8335,631a6b4a7476cace453b7f41,2023-08-12,142,1,51000,51000.0,382,0,0.0,1,1,1,0,Seasonal Buyer
8339,631a6b4b7476cace453b7fe6,2023-10-18,75,1,98235,98235.0,736,0,0.0,1,1,1,0,Seasonal Buyer
8343,631a6b4d7476cace453b8091,2023-10-12,81,3,323300,107766.66666666667,2424,0,0.0,3,2,2,0,Seasonal Buyer
8348,631a6b4e7476cace453b8113,2023-07-13,172,1,54700,54700.0,410,0,0.0,1,1,1,0,Seasonal Buyer
8357,631a6c547476cace453c7941,2023-10-10,83,2,115551,57775.5,866,0,0.0,1,1,1,0,Seasonal Buyer
8359,631a6c547476cace453c7953,2023-10-12,81,3,304665,101555.0,2284,0,0.0,3,2,3,0,Seasonal Buyer
8362,631a6c547476cace453c7a73,2023-10-10,83,1,84900,84900.0,636,0,0.0,1,1,1,0,Seasonal Buyer
8369,631a6c557476cace453c7ae6,2023-10-20,73,6,391026,65171.0,2931,0,0.0,4,1,3,0,Seasonal Buyer
8372,631a6c577476cace453c7b74,2023-10-21,72,7,336100,48014.28571428572,2520,0,0.0,5,1,2,0,Seasonal Buyer
8386,631a6c5a7476cace453c7cb7,2023-10-17,76,6,4381378,730229.6666666666,32858,0,0.0,4,1,2,0,Seasonal Buyer
8389,631a6c5b7476cace453c7d4f,2023-10-10,83,5,195910,39182.0,1467,0,0.0,5,2,4,0,Seasonal Buyer
8390,631a6c5b7476cace453c7d65,2023-08-09,145,1,233100,233100.0,1748,0,0.0,1,1,1,0,Seasonal Buyer
8400,631a6c5f7476cace453c7f06,2023-07-07,178,1,198547,198547.0,1489,0,0.0,1,1,1,0,Seasonal Buyer
8411,631a6c627476cace453c807e,2023-10-04,89,5,513911,102782.2,3852,0,0.0,1,1,1,0,Seasonal Buyer
8416,631a6c667476cace453c8223,2023-09-13,110,5,322000,64400.0,2412,0,0.0,3,1,3,0,Seasonal Buyer
8420,631a6c677476cace453c8264,2023-10-06,87,6,250000,41666.666666666664,1875,0,0.0,3,2,3,0,Seasonal Buyer
8422,631a6c677476cace453c82b4,2023-10-12,81,5,440370,88074.0,3301,0,0.0,1,1,1,0,Seasonal Buyer
8425,631a6c697476cace453c837b,2023-10-02,91,6,310000,51666.666666666664,2325,0,0.0,1,1,1,0,Seasonal Buyer
8426,631a6c697476cace453c8388,2023-09-16,107,1,76660,76660.0,574,0,0.0,1,1,1,0,Seasonal Buyer
8428,631a6c697476cace453c83a2,2023-08-26,128,6,260500,43416.666666666664,1952,0,0.0,2,1,2,0,Seasonal Buyer
8429,631a6c697476cace453c83ad,2023-10-26,67,2,72483,36241.5,542,0,0.0,1,1,1,0,Seasonal Buyer
8433,631a6c6b7476cace453c842e,2023-10-11,82,6,589100,98183.33333333333,4417,0,0.0,2,1,2,0,Seasonal Buyer
8436,631a6c6b7476cace453c8486,2023-09-27,96,5,300000,60000.0,2250,0,0.0,1,1,1,0,Seasonal Buyer
8440,631a6c6d7476cace453c8528,2023-07-15,170,1,135000,135000.0,1012,0,0.0,1,1,1,0,Seasonal Buyer
8444,631a6c6e7476cace453c8576,2023-10-25,68,5,245650,49130.0,1840,0,0.0,1,1,1,0,Seasonal Buyer
8446,631a6c6e7476cace453c85b8,2023-10-13,80,6,60340266,10056711.0,452551,0,0.0,2,1,1,0,Seasonal Buyer
8448,631a6c6f7476cace453c8608,2023-10-05,88,5,192000,38400.0,1438,0,0.0,2,1,1,0,Seasonal Buyer
8451,631a6c717476cace453c86d5,2023-10-13,80,6,360000,60000.0,2700,0,0.0,1,1,1,0,Seasonal Buyer
8455,631a6c747476cace453c881f,2023-10-12,81,8,74802900,9350362.5,561019,0,0.0,1,1,1,0,Seasonal Buyer
8463,631a6c787476cace453c899b,2023-09-21,102,1,54000,54000.0,405,0,0.0,1,1,1,0,Seasonal Buyer
8466,631a6c797476cace453c8a06,2023-10-24,69,1,550560,550560.0,4129,0,0.0,1,1,1,0,Seasonal Buyer
8468,631a6c7b7476cace453c8abb,2023-10-07,86,5,263598,52719.6,1974,0,0.0,4,1,3,0,Seasonal Buyer
8476,631a6c7d7476cace453c8bd2,2023-08-25,129,2,114000,57000.0,855,0,0.0,2,1,1,0,Seasonal Buyer
8484,631a6c7f7476cace453c8c93,2023-10-12,81,5,251750,50350.0,1887,0,0.0,3,1,2,0,Seasonal Buyer
8486,631a6c7f7476cace453c8ca2,2023-08-09,145,5,560570,112114.0,4202,0,0.0,4,1,4,0,Seasonal Buyer
8491,631a6c817476cace453c8d7c,2023-09-15,108,3,8091900,2697300.0,60688,0,0.0,1,1,1,0,Seasonal Buyer
8495,631a6c827476cace453c8dcf,2023-08-09,145,5,550700,110140.0,4128,0,0.0,1,1,1,0,Seasonal Buyer
8497,631a6c857476cace453c8f48,2023-10-20,73,2,123000,61500.0,922,0,0.0,1,1,1,0,Seasonal Buyer
8499,631a6c867476cace453c8f7a,2023-10-04,89,1,36852,36852.0,276,0,0.0,1,1,1,0,Seasonal Buyer
8500,631a6c867476cace453c8fa0,2023-10-12,81,5,407000,81400.0,3051,0,0.0,2,1,2,0,Seasonal Buyer
8510,631a6c887476cace453c90cb,2023-10-21,72,5,223890,44778.0,1679,0,0.0,3,1,2,0,Seasonal Buyer
8511,631a6c887476cace453c90cd,2023-09-22,101,6,368000,61333.333333333336,2760,0,0.0,1,1,1,0,Seasonal Buyer
8523,631a6c8d7476cace453c92a5,2023-08-06,148,1,207500,207500.0,1556,0,0.0,1,1,1,0,Seasonal Buyer
8526,631a6c907476cace453c93ec,2023-08-25,129,1,27243,27243.0,204,0,0.0,1,1,1,0,Seasonal Buyer
8532,631a6c947476cace453c95e3,2023-10-10,83,4,945230,236307.5,7087,0,0.0,1,1,1,0,Seasonal Buyer
8535,631a6c977476cace453c96ff,2023-09-14,109,6,581640,96940.0,4360,0,0.0,2,2,2,0,Seasonal Buyer
8539,631a6c997476cace453c97ef,2023-10-10,83,2,144000,72000.0,1080,0,0.0,1,1,1,0,Seasonal Buyer
8543,631a6c997476cace453c981b,2023-08-11,143,2,103122,51561.0,773,0,0.0,1,1,1,0,Seasonal Buyer
8544,631a6c9a7476cace453c984a,2023-08-23,131,3,178932,59644.0,1341,0,0.0,2,1,1,0,Seasonal Buyer
8549,631a6c9a7476cace453c98a2,2023-10-21,72,1,538740,538740.0,4040,0,0.0,1,1,1,0,Seasonal Buyer
8559,631a6c9d7476cace453c99d4,2023-09-14,109,2,177070,88535.0,1327,0,0.0,2,2,2,0,Seasonal Buyer
8561,631a6c9e7476cace453c9a0b,2023-09-09,114,4,275640,68910.0,2065,0,0.0,1,1,1,0,Seasonal Buyer
8562,631a6c9e7476cace453c9a0d,2023-08-17,137,3,213504,71168.0,1600,0,0.0,1,1,1,0,Seasonal Buyer
8566,631a6c9e7476cace453c9a85,2023-08-26,128,1,61000,61000.0,457,0,0.0,1,1,1,0,Seasonal Buyer
8569,631a6c9f7476cace453c9ae3,2023-10-11,82,4,328000,82000.0,2458,0,0.0,2,1,2,0,Seasonal Buyer
8570,631a6ca17476cace453c9b96,2023-09-29,94,1,222000,222000.0,1665,0,0.0,1,1,1,0,Seasonal Buyer
8572,631a6ca37476cace453c9c35,2023-10-11,82,6,316500,52750.0,2372,0,0.0,4,1,2,0,Seasonal Buyer
8574,631a6ca47476cace453c9c94,2023-10-07,86,1,63736,63736.0,478,0,0.0,1,1,1,0,Seasonal Buyer
8577,631a6ca67476cace453c9d8a,2023-08-10,144,1,82500,82500.0,618,0,0.0,1,1,1,0,Seasonal Buyer
8584,631a6ca97476cace453c9ed1,2023-10-12,81,9,778146746,86460749.55555555,5836096,0,0.0,1,1,1,0,Seasonal Buyer
8585,631a6caa7476cace453c9ee0,2023-09-14,109,2,160000,80000.0,1199,0,0.0,2,1,1,0,Seasonal Buyer
8586,631a6caa7476cace453c9f0d,2023-10-21,72,5,309000,61800.0,2317,0,0.0,2,1,1,0,Seasonal Buyer
8588,631a6caa7476cace453c9f4a,2023-07-29,156,1,11655000,11655000.0,87412,0,0.0,1,1,1,0,Seasonal Buyer
8590,631a6cab7476cace453c9f75,2023-07-15,170,1,94540,94540.0,709,0,0.0,1,1,1,0,Seasonal Buyer
8591,631a6cab7476cace453c9f91,2023-07-28,157,2,139900,69950.0,1048,0,0.0,2,1,1,0,Seasonal Buyer
8595,631a6cb37476cace453ca2ce,2023-07-22,163,4,363000,90750.0,2721,0,0.0,3,1,2,0,Seasonal Buyer
8597,631a6cb47476cace453ca357,2023-10-12,81,5,296000,59200.0,2220,0,0.0,1,1,1,0,Seasonal Buyer
8602,631a6cb57476cace453ca3e1,2023-09-29,94,1,136000,136000.0,1020,0,0.0,1,1,1,0,Seasonal Buyer
8604,631a6cb67476cace453ca418,2023-08-12,142,1,57800,57800.0,433,0,0.0,1,1,1,0,Seasonal Buyer
8605,631a6cb67476cace453ca424,2023-10-24,69,6,264800,44133.333333333336,1984,0,0.0,3,1,2,0,Seasonal Buyer
8609,631a6cb87476cace453ca527,2023-08-12,142,5,42412640,8482528.0,318092,0,0.0,1,1,1,0,Seasonal Buyer
8611,631a6cb97476cace453ca549,2023-09-19,104,5,424100,84820.0,3178,0,0.0,4,1,2,0,Seasonal Buyer
8616,631a6cba7476cace453ca5ed,2023-07-21,164,1,19980000,19980000.0,149850,0,0.0,1,1,1,0,Seasonal Buyer
8618,631a6cbc7476cace453ca6a2,2023-10-12,81,7,1163572,166224.57142857142,8724,0,0.0,2,1,2,0,Seasonal Buyer
8620,631a6cbd7476cace453ca6ce,2023-09-13,110,3,135287250,45095750.0,1014653,0,0.0,2,1,1,0,Seasonal Buyer
8621,631a6cbe7476cace453ca762,2023-07-02,183,3,401415,133805.0,3009,0,0.0,2,2,2,0,Seasonal Buyer
8625,631a6cbf7476cace453ca7e5,2023-10-07,86,8,69525185,8690648.125,521435,0,0.0,4,1,3,0,Seasonal Buyer
8626,631a6cbf7476cace453ca7f5,2023-09-02,121,3,18008607,6002869.0,135063,0,0.0,1,1,1,0,Seasonal Buyer
8627,631a6cc07476cace453ca85d,2023-09-06,117,1,77000,77000.0,577,0,0.0,1,1,1,0,Seasonal Buyer
8628,631a6cc17476cace453ca87c,2023-10-14,79,5,310000,62000.0,2323,0,0.0,1,1,1,0,Seasonal Buyer
8635,631a6cc57476cace453caa29,2023-07-13,172,1,59768,59768.0,448,0,0.0,1,1,1,0,Seasonal Buyer
8638,631a6cc67476cace453caad0,2023-10-11,82,1,151100,151100.0,1133,0,0.0,1,1,1,0,Seasonal Buyer
8639,631a6cc67476cace453caadd,2023-10-12,81,1,163033,163033.0,1222,1,57000.0,1,1,1,0,Seasonal Buyer
8640,631a6cc87476cace453cab88,2023-10-10,83,6,41425200,6904200.0,310689,0,0.0,1,1,1,0,Seasonal Buyer
8643,631a6cca7476cace453cac66,2023-10-03,90,7,84807330,12115332.857142856,636051,0,0.0,2,1,1,0,Seasonal Buyer
8644,631a6cca7476cace453cac68,2023-07-01,184,1,99500,99500.0,746,0,0.0,1,1,1,0,Seasonal Buyer
8645,631a6ccc7476cace453cad27,2023-10-17,76,1,80000,80000.0,600,0,0.0,1,1,1,0,Seasonal Buyer
8651,631a6ccd7476cace453cadc2,2023-09-29,94,2,1034524,517262.0,7758,0,0.0,2,2,2,0,Seasonal Buyer
8654,631a6cce7476cace453cae14,2023-07-08,177,1,21367500,21367500.0,160256,0,0.0,1,1,1,0,Seasonal Buyer
8655,631a6cce7476cace453cae2a,2023-10-01,92,3,17031000,5677000.0,127731,0,0.0,2,1,1,0,Seasonal Buyer
8662,631a6cd37476cace453cb009,2023-08-19,135,5,266285,53257.0,1996,0,0.0,4,1,3,0,Seasonal Buyer
8669,631a6cdf7476cace453cb516,2023-10-05,88,5,299000,59800.0,2242,0,0.0,1,1,1,0,Seasonal Buyer
8671,631a6ce07476cace453cb553,2023-09-26,97,5,532985,106597.0,3996,0,0.0,4,1,1,0,Seasonal Buyer
8674,631a6ce27476cace453cb612,2023-09-21,102,3,28570800,9523600.0,214281,0,0.0,1,1,1,0,Seasonal Buyer
8676,631a6ce37476cace453cb6b6,2023-10-19,74,1,54112,54112.0,405,0,0.0,1,1,1,0,Seasonal Buyer
8689,631a6cef7476cace453cbb4e,2023-10-21,72,6,171488392,28581398.666666668,1286160,0,0.0,1,1,1,0,Seasonal Buyer
8706,631a6cfb7476cace453cbffa,2023-10-20,73,2,789052,394526.0,5917,0,0.0,2,2,2,0,Seasonal Buyer
8720,631a6d027476cace453cc2df,2023-08-30,124,1,1010921,1010921.0,7581,0,0.0,1,1,1,0,Seasonal Buyer
8723,631a6d047476cace453cc38f,2023-09-07,116,1,18440000,18440000.0,138300,0,0.0,1,1,1,0,Seasonal Buyer
8730,631a6d077476cace453cc50a,2023-09-15,108,1,177662,177662.0,1332,0,0.0,1,1,1,0,Seasonal Buyer
8739,631a6d0f7476cace453cc822,2023-08-30,124,2,31199547,15599773.5,233996,0,0.0,1,1,1,0,Seasonal Buyer
8740,631a6d0f7476cace453cc826,2023-10-04,89,3,241500,80500.0,1810,0,0.0,3,2,2,0,Seasonal Buyer
8743,631a6d107476cace453cc879,2023-08-12,142,4,240475,60118.75,1803,0,0.0,2,1,1,0,Seasonal Buyer
8748,631a6d167476cace453ccad1,2023-10-03,90,3,6325000,2108333.3333333335,47437,0,0.0,1,1,1,0,Seasonal Buyer
8754,631a6d1a7476cace453ccc79,2023-10-12,81,1,4551,4551.0,34,0,0.0,1,1,1,0,Seasonal Buyer
8757,631a6d1f7476cace453cce14,2023-10-07,86,1,54700,54700.0,410,0,0.0,1,1,1,0,Seasonal Buyer
8765,631a6d237476cace453ccff9,2023-10-12,81,2,19869000,9934500.0,149017,0,0.0,1,1,1,0,Seasonal Buyer
8767,631a6d237476cace453cd003,2023-08-24,130,1,89550,89550.0,671,0,0.0,1,1,1,0,Seasonal Buyer
8770,631a6d267476cace453cd13b,2023-07-31,154,4,3873488,968372.0,29048,0,0.0,2,1,1,0,Seasonal Buyer
8772,631a6d287476cace453cd1f2,2023-10-07,86,2,7330855,3665427.5,54980,0,0.0,1,1,1,0,Seasonal Buyer
8776,631a6d2d7476cace453cd425,2023-08-29,125,2,222766,111383.0,1669,0,0.0,1,1,1,0,Seasonal Buyer
8787,631a6d357476cace453cd790,2023-10-03,90,3,5628500,1876166.6666666667,42212,0,0.0,2,1,2,0,Seasonal Buyer
8793,631a6d3b7476cace453cd9cd,2023-10-11,82,1,3678726,3678726.0,27590,0,0.0,1,1,1,0,Seasonal Buyer
8794,631a6d3b7476cace453cd9dc,2023-09-26,97,5,290570,58114.0,2177,0,0.0,1,1,1,0,Seasonal Buyer
8798,631a6d407476cace453cdbbd,2023-07-06,179,1,197600,197600.0,1482,0,0.0,1,1,1,0,Seasonal Buyer
8801,631a6d417476cace453cdc2d,2023-10-14,79,2,61050,30525.0,457,0,0.0,2,1,2,0,Seasonal Buyer
8815,631a6d457476cace453cde3e,2023-10-02,91,3,21978000,7326000.0,164835,0,0.0,1,1,1,0,Seasonal Buyer
8818,631a6d467476cace453cded5,2023-10-14,79,5,281099,56219.8,2106,0,0.0,3,1,3,0,Seasonal Buyer
8819,631a6d477476cace453cdf0a,2023-10-21,72,2,16085000,8042500.0,120637,0,0.0,1,1,1,0,Seasonal Buyer
8823,631a6d487476cace453cdfaa,2023-10-24,69,2,134500,67250.0,1008,0,0.0,2,1,1,0,Seasonal Buyer
8824,631a6d497476cace453cdfbe,2023-07-22,163,1,100000,100000.0,750,1,17000.0,1,1,1,0,Seasonal Buyer
8827,631a6d4a7476cace453ce06f,2023-07-30,155,1,92796,92796.0,695,0,0.0,1,1,1,0,Seasonal Buyer
8830,631a6d4b7476cace453ce0bc,2023-10-12,81,4,23476500,5869125.0,176073,0,0.0,1,1,1,0,Seasonal Buyer
8836,631a6d4d7476cace453ce18d,2023-08-22,132,1,250000,250000.0,1875,1,17000.0,1,1,1,0,Seasonal Buyer
8841,631a6d4e7476cace453ce245,2023-08-16,138,1,60000,60000.0,450,0,0.0,1,1,1,0,Seasonal Buyer
8842,631a6d4f7476cace453ce2a1,2023-06-30,185,2,211788,105894.0,1588,0,0.0,1,1,1,0,Seasonal Buyer
8846,631a6d507476cace453ce302,2023-10-12,81,4,590001,147500.25,4425,1,17000.0,4,1,2,0,Seasonal Buyer
8847,631a6d507476cace453ce30a,2023-09-23,100,1,40000,40000.0,300,0,0.0,1,1,1,0,Seasonal Buyer
8848,631a6d507476cace453ce341,2023-09-15,108,1,80000,80000.0,600,1,13600.0,1,1,1,0,Seasonal Buyer
8852,631a6d547476cace453ce4cc,2023-10-11,82,1,831019,831019.0,6232,0,0.0,1,1,1,0,Seasonal Buyer
8856,631a6d577476cace453ce5dc,2023-10-07,86,1,55002,55002.0,412,0,0.0,1,1,1,0,Seasonal Buyer
8857,631a6d577476cace453ce5f2,2023-07-21,164,1,271950,271950.0,2039,0,0.0,1,1,1,0,Seasonal Buyer
8861,631a6d5a7476cace453ce752,2023-10-24,69,4,273000,68250.0,2047,0,0.0,2,1,2,0,Seasonal Buyer
8865,631a6d5b7476cace453ce7e2,2023-10-18,75,7,31675008,4525001.142857143,237562,0,0.0,2,1,1,0,Seasonal Buyer
8867,631a6d5c7476cace453ce81c,2023-09-14,109,1,276400,276400.0,2073,0,0.0,1,1,1,0,Seasonal Buyer
8868,631a6d5c7476cace453ce85a,2023-08-03,151,1,270840,270840.0,2031,0,0.0,1,1,1,0,Seasonal Buyer
8869,631a6d5c7476cace453ce86b,2023-07-29,156,1,43012500,43012500.0,322593,0,0.0,1,1,1,0,Seasonal Buyer
8875,631a6d607476cace453cea31,2023-09-20,103,1,1665000,1665000.0,12487,0,0.0,1,1,1,0,Seasonal Buyer
8877,631a6d617476cace453cea72,2023-10-18,75,1,59768,59768.0,448,0,0.0,1,1,1,0,Seasonal Buyer
8880,631a6d627476cace453ceaca,2023-10-24,69,3,394220,131406.66666666666,2956,0,0.0,1,1,1,0,Seasonal Buyer
8887,631a6d647476cace453ceba5,2023-10-25,68,4,276000,69000.0,2069,0,0.0,2,1,1,0,Seasonal Buyer
8889,631a6d657476cace453cec63,2023-07-10,175,1,239998,239998.0,1799,0,0.0,1,1,1,0,Seasonal Buyer
