buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
631a5f2aaa3096cbda26fde0,2023-02-16,319,1,121000,121000.0,907,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a5f30aa3096cbda270070,2023-04-27,249,1,168000,168000.0,1260,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a5f30aa3096cbda27008d,2023-03-10,297,1,165000,165000.0,1237,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a5f3baa3096cbda270503,2023-03-23,284,1,470000,470000.0,3525,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a60348755a8a989613116,2023-04-19,257,1,189000,189000.0,1417,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a60358755a8a989613325,2023-01-12,354,1,124608,124608.0,934,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a603caa3096cbda27f5af,2023-05-27,219,1,112200,112200.0,841,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a603daa3096cbda27f603,2023-02-14,321,1,125180,125180.0,938,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a603eaa3096cbda27f647,2023-04-14,262,1,120120,120120.0,900,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a603eaa3096cbda27f65c,2023-03-23,284,1,109450,109450.0,820,1,49750.0,1,1,1,1,Small Order Occasional Buyer
631a603faa3096cbda27f67f,2023-03-28,279,1,100760,100760.0,755,1,45800.0,1,1,1,1,Small Order Occasional Buyer
631a6040aa3096cbda27f6df,2023-02-21,314,1,359920,359920.0,2699,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a6041aa3096cbda27f6f7,2023-03-10,297,3,313390,104463.33333333333,2348,3,142450.0,1,1,1,1,Small Order Occasional Buyer
631a6042aa3096cbda27f728,2023-03-23,284,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6042aa3096cbda27f750,2023-04-11,265,1,141240,141240.0,1059,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6042aa3096cbda27f75a,2023-05-18,228,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a60438755a8a989613742,2023-05-10,236,1,66000,66000.0,495,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6043aa3096cbda27f778,2023-04-12,264,1,94600,94600.0,709,1,43000.0,1,1,1,1,Small Order Occasional Buyer
631a6044aa3096cbda27f7b7,2023-05-12,234,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a60458755a8a9896137e2,2023-04-05,271,3,1366800,455600.0,10250,3,300000.0,3,2,3,1,Small Order Occasional Buyer
631a6046aa3096cbda27f86e,2023-06-21,194,1,121220,121220.0,909,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6047aa3096cbda27f891,2023-06-08,207,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
